商品ID,品牌,描述,价格,销量,地区
1128,荣耀,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,523,重庆
1129,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,705,深圳
1130,联想,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,504,广州
1131,联想,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,43,北京
1132,联想,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,213,成都
1133,联想,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,776,重庆
1134,戴尔,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,117,北京
1135,戴尔,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,830,成都
1136,Apple,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,640,北京
1137,红米,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,365,南京
1138,惠普,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,131,成都
1139,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,638,深圳
1140,联想,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,445,上海
1141,宏碁,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,440,重庆
1142,华硕,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,141,上海
1143,联想,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,592,武汉
1144,联想,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,412,南京
1145,Apple,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,541,武汉
1146,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,180,深圳
1147,华为,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,226,北京
1148,戴尔,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,400,深圳
1149,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,378,广州
1150,联想,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,920,上海
1151,华为,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,174,广州
1152,惠普,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,874,广州
1153,Apple,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,423,上海
1154,联想,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,618,广州
1155,联想,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,611,上海
1156,联想,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,951,深圳
1157,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,999,北京
1158,荣耀,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,321,重庆
1159,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,120,武汉
1160,联想,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,547,深圳
1161,联想,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,434,武汉
1162,联想,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,227,南京
1163,联想,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,19,北京
1164,戴尔,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,482,成都
1165,戴尔,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,627,南京
1166,Apple,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,52,南京
1167,红米,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,745,杭州
1168,惠普,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,233,北京
1169,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,749,杭州
1170,联想,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,82,北京
1171,宏碁,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,180,上海
1172,华硕,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,695,西安
1173,联想,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,447,广州
1174,联想,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,54,成都
1175,Apple,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,631,上海
1176,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,629,西安
1177,华为,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,157,成都
1178,戴尔,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,767,广州
1179,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,200,武汉
1180,联想,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,960,北京
1181,华为,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,839,广州
1182,惠普,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,567,上海
1183,Apple,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,662,成都
1184,联想,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,459,北京
1185,联想,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,341,广州
1186,联想,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,531,上海
1187,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,393,深圳
1188,荣耀,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,754,广州
1189,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,631,成都
1190,联想,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,967,北京
1191,联想,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,240,成都
1192,联想,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,501,上海
1193,联想,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,591,上海
1194,戴尔,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,225,武汉
1195,戴尔,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,974,西安
1196,Apple,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,875,广州
1197,红米,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,523,武汉
1198,惠普,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,239,北京
1199,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,68,成都
1200,联想,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,237,成都
1201,宏碁,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,721,上海
1202,华硕,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,98,广州
1203,联想,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,291,重庆
1204,联想,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,23,北京
1205,Apple,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,727,北京
1206,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,242,杭州
1207,华为,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,580,广州
1208,戴尔,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,173,武汉
1209,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,877,重庆
1210,联想,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,577,上海
1211,华为,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,458,广州
1212,惠普,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,486,深圳
1213,Apple,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,50,杭州
1214,联想,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,400,南京
1215,联想,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,671,成都
1216,联想,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,928,广州
1217,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,379,上海
1218,荣耀,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,710,西安
1219,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,407,上海
1220,联想,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,629,成都
1221,联想,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,882,重庆
1222,联想,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,348,成都
1223,联想,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,943,广州
1224,戴尔,戴尔DELL灵越5000 15.6英寸高性能轻薄笔记本电脑(十代i5-1035G1 8G 512GSSD MX230 2G独显)银,4619.00,795,上海
1225,戴尔,戴尔DELL灵越5000fit 15.6英寸英特尔酷睿i5轻薄窄边框笔记本电脑(十代i5-10210U 8G 512G MX250 2G 2年整机),5599.00,810,广州
1226,Apple,Apple 2019款 MacBook Pro 13.3【带触控栏】八代i5 8G 256G RP645显卡 深空灰 笔记本电脑 MUHP2CH/A,9299.00,112,成都
1227,红米,RedmiBook 14英寸全金属超轻薄(英特尔酷睿i3处理器 4G 256G SSD Office 支持手环疾速解锁 Win10)游戏 银 手提 笔记本电脑 小米 红米,2999.00,917,成都
1228,惠普,惠普(HP)星14-ce3081TX 14英寸轻薄笔记本电脑(i5-1035G1 16G 512GSSD MX330 2G FHD IPS)静谧银,5499.00,524,重庆
1229,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 集显 3K触控)灰,7988.00,35,重庆
1230,联想,联想ThinkPad 翼490(E490 2DCD)英特尔酷睿i5 14英寸轻薄笔记本电脑(i5-8265U 8G 128GSSD+1T 2G独显)冰原银,4499.00,765,武汉
1231,宏碁,宏碁(Acer)新蜂鸟3 移动超能版 3:2生产力2K高清屏 2020款全面屏轻薄高性能笔记本电脑(i5/16G/512G/Win10)银,4789.00,507,重庆
1232,华硕,华硕(ASUS) 顽石六代Pro 高性能锐龙 15.6英寸轻薄笔记本电脑(R7-3700U 8G 512SSD 正版WIN10)银色,3699.00,322,上海
1233,联想,联想ThinkPad E14 十代英特尔酷睿i5-10210U 14英寸全高清屏商务轻薄笔记本电脑 8G 128G固态+1TB混合双盘 独显 3CCD,4999.00,933,广州
1234,联想,联想(Lenovo)  Y9000X 英特尔酷睿i715.6英寸高性能标压轻薄笔记本电脑(i7-9750H 16G 1TSSD 4K UHD)深空灰,9299.00,51,广州
1235,Apple,Apple 2020新款 MacBook Pro 13.3【带触控栏】十代i5 16G 512G 2.0GHz 深空灰 笔记本电脑 轻薄本 MWP42CH/A,13999.00,530,深圳
1236,华为,华为(HUAWEI)MateBook X Pro 2020款 13.9英寸超轻薄全面屏笔记本电脑(十代酷睿i5 16G+512G 独显 3K触控)灰,8988.00,609,成都
1237,华为,华为(HUAWEI)MateBook 13 2020款全面屏轻薄性能笔记本电脑 十代酷睿(i5 16G 512G MX250 触控屏 多屏协同)灰,5999.00,196,上海
1238,戴尔,戴尔DELL灵越5000 fit 14英寸英特尔酷睿i7轻薄笔记本电脑(十代i7-10510U 8G 1TSSD MX250 2G 2年整机上门)银,6799.00,878,北京
1239,惠普,惠普（HP）战66 三代 14英寸轻薄笔记本电脑（i7-10510U 8G 512G  MX250 2G 高色域 一年上门+意外 2年电池）,6299.00,861,广州
1240,联想,联想ThinkPad E15 2020 15.6英寸大屏商务轻薄游戏笔记本电脑 酷睿十代 I5-10210U 8G512G独显@3QCD标配 FHD高清,4999.00,574,上海
1241,华为,华为(HUAWEI)MateBook D 15全面屏轻薄笔记本电脑多屏协同便携超级快充(十代酷睿i5 16G+512G 独显)银,5399.00,562,重庆
1242,惠普,惠普（HP）战66 三代 AMD版14英寸轻薄笔记本电脑（锐龙7nm 六核 R5-4500U 8G 512G 一年上门+意外 2年电池）,4099.00,150,重庆
1243,Apple,Apple 2019新品 MacBook Pro 16【带触控栏】九代六核i7 16G 512G 深空灰 Radeon Pro 5300M显卡 笔记本电脑 轻薄本 移动工作站  MVVJ2CH/A,18099.00,652,重庆
1244,联想,联想小新Air14锐龙版2020款R5笔记本电脑超薄本六核超级本R7学生用轻薄女生商务办公游戏超极本 标配丨R5-4600U 8G 256G固态 深空灰 新品7纳米/上网课,3499.00,342,成都
1245,联想,联想ThinkPad T495(02CD)14英寸轻薄笔记本电脑(R5 PRO-3500U 8G 512GSSD FHD Micro SD读卡器),4589.00,730,广州
1246,联想,联想(Lenovo) S550 14英寸 AMD锐龙版(全新12nm)轻薄笔记本电脑(R5-3500U 8G 512G PCIE IPS)太空灰,3799.00,305,深圳
1247,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i7 16G 512G MX350 100%sRGB）冰河银,6699.00,587,武汉
1248,荣耀,荣耀笔记本电脑MagicBook Pro 16.1英寸全面屏轻薄性能本（酷睿i5 16G 512G MX250 100%sRGB Win10 ）冰河银,4499.00,194,北京
1249,荣耀,荣耀MagicBook Pro 2020 16.1英寸全面屏轻薄笔记本电脑（十代酷睿i5 16G 512G MX350 100%sRGB）冰河银,5599.00,651,武汉
1250,联想,联想(Lenovo)小新Pro13 2020 高性能轻薄独显笔记本电脑(十代i7 16G 512G MX350人脸识别 100%sRGB )沧海冰蓝,7299.00,181,北京
1251,联想,联想(Lenovo)小新Pro13 2020性能版 英特尔酷睿i7 全面屏轻薄独显笔记本电脑(i7 16G 512G MX350 100%sRGB)银,7299.00,25,武汉
1252,联想,联想ThinkPad 锐 E590 15.6英寸轻薄窄边框商务游戏笔记本电脑 i5-8265U 官方标配：4G内存 1TB机械硬盘 （0UCD） HD/2G独显/office,4199.00,859,武汉
1253,联想,联想(Lenovo)小新Pro13 2020 英特尔酷睿i5高性能轻薄独显笔记本电脑(i5 16G 512G MX350 100%sRGB )沧海冰蓝,6299.00,228,北京
